Customer Name,Account ID,Total Invoice,Order Date,Order Time,Paid Date,Paid time,Invoice Amount,Paid Amount,Status,Payment Link
Luggage to Ship - LTS,P01241001-01,1143,05-08-2024,08:57 PM,05-09-2024,11:20 PM,$5.00,$5.15,PAID INVOICE,https://www.paytome.co/i/lm5vig1xe
Luggage to Ship - LTS,P01241001-01,1143,05-08-2024,07:59 PM,05-09-2024,09:26 AM,$11.00,$11.33,PAID INVOICE,https://www.paytome.co/i/9zznkx9ad
Luggage to Ship - LTS,P01241001-01,1143,05-08-2024,07:54 PM,05-09-2024,11:40 AM,$8.00,$8.24,PAID INVOICE,https://www.paytome.co/i/graoaq9it
Luggage to Ship - LTS,P01241001-01,1143,05-01-2024,03:35 PM,05-02-2024,03:43 PM,$8.00,$8.24,PAID INVOICE,https://www.paytome.co/i/ocewfze8p
Luggage to Ship - LTS,P01241001-01,1143,04-30-2024,08:50 PM,04-30-2024,09:43 PM,$6.00,$6.18,PAID INVOICE,https://www.paytome.co/i/d2ds1r2yp
Luggage to Ship - LTS,P01241001-01,1143,04-30-2024,08:18 PM,05-01-2024,02:32 PM,$11.00,$11.33,PAID INVOICE,https://www.paytome.co/i/xyqd1tulx
Luggage to Ship - LTS,P01241001-01,1143,04-30-2024,08:08 PM,04-30-2024,10:05 PM,$15.00,$15.45,PAID INVOICE,https://www.paytome.co/i/xhbyjjkew
Luggage to Ship - LTS,P01241001-01,1143,04-30-2024,07:50 PM,04-30-2024,08:20 PM,$5.00,$5.15,PAID INVOICE,https://www.paytome.co/i/rpigydslo
Luggage to Ship - LTS,P01241001-01,1143,04-28-2024,09:55 PM,05-02-2024,07:15 PM,$15.00,$15.45,PAID INVOICE,https://www.paytome.co/i/uxxaphylp
Luggage to Ship - LTS,P01241001-01,1143,04-22-2024,07:12 PM,04-23-2024,12:15 PM,$11.70,$12.05,PAID INVOICE,https://www.paytome.co/i/z0g0vy5wh
Luggage to Ship - LTS,P01241001-01,1143,04-18-2024,02:09 PM,04-18-2024,06:52 PM,$4.00,$4.12,PAID INVOICE,https://www.paytome.co/i/h9avfoeyq
Luggage to Ship - LTS,P01241001-01,1143,04-08-2024,07:19 AM,04-08-2024,11:22 AM,$8.00,$8.24,PAID INVOICE,https://www.paytome.co/i/ai9jgtf1s
Luggage to Ship - LTS,P01241001-01,1143,04-08-2024,05:59 AM,04-16-2024,09:03 AM,$13.00,$13.39,PAID INVOICE,https://www.paytome.co/i/dgf9hvt6m
Luggage to Ship - LTS,P01241001-01,1143,03-26-2024,08:54 AM,04-02-2024,03:13 PM,$30.60,$31.52,PAID INVOICE,https://www.paytome.co/i/ysfbxcnt2
Luggage to Ship - LTS,P01241001-01,1143,03-26-2024,08:29 AM,03-29-2024,09:44 AM,$31.77,$32.72,PAID INVOICE,https://www.paytome.co/i/gjmpzzps2
Ship to Box - STB,P01241001-02,7,03-20-2024,05:36 PM,03-20-2024,05:38 PM,"$1,553.00","$1,599.59",PAID INVOICE,https://www.paytome.co/i/5gc3ztso8
Luggage to Ship - LTS,P01241001-01,1143,03-20-2024,06:44 AM,03-21-2024,08:45 AM,$32.40,$33.37,PAID INVOICE,https://www.paytome.co/i/56sd43ohg
Luggage to Ship - LTS,P01241001-01,1143,03-20-2024,06:07 AM,03-21-2024,12:45 PM,$13.20,$13.60,PAID INVOICE,https://www.paytome.co/i/iep6ppdfb
Luggage to Ship - LTS,P01241001-01,1143,03-20-2024,04:57 AM,03-21-2024,02:28 AM,$13.50,$13.91,PAID INVOICE,https://www.paytome.co/i/qfejlnfk0
Luggage to Ship - LTS,P01241001-01,1143,03-20-2024,04:32 AM,03-21-2024,02:20 AM,$90.00,$92.70,PAID INVOICE,https://www.paytome.co/i/0r9xt391x
Luggage to Ship - LTS,P01241001-01,1143,03-19-2024,09:29 AM,03-21-2024,12:23 AM,$27.00,$27.81,PAID INVOICE,https://www.paytome.co/i/xczskja14
Luggage to Ship - LTS,P01241001-01,1143,03-19-2024,09:26 AM,03-21-2024,12:39 PM,$121.05,$124.68,PAID INVOICE,https://www.paytome.co/i/n0btswqii
Luggage to Ship - LTS,P01241001-01,1143,03-14-2024,09:26 AM,03-19-2024,09:30 AM,$18.05,$17.51,PAID INVOICE,https://www.paytome.co/i/stmbrzumg
Luggage to Ship - LTS,P01241001-01,1143,03-14-2024,08:41 AM,03-17-2024,10:23 AM,$15.30,$15.76,PAID INVOICE,https://www.paytome.co/i/2kayikbwd
Luggage to Ship - LTS,P01241001-01,1143,03-11-2024,08:03 AM,03-11-2024,12:43 PM,$13.50,$13.91,PAID INVOICE,https://www.paytome.co/i/wlasiclzn
Luggage to Ship - LTS,P01241001-01,1143,03-06-2024,11:30 PM,03-26-2024,02:35 AM,$16.25,$16.74,PAID INVOICE,https://www.paytome.co/i/xxbrhd6nb
Luggage to Ship - LTS,P01241001-01,1143,03-06-2024,07:10 PM,03-06-2024,08:14 PM,$492.00,$477.24,PAID INVOICE,https://www.paytome.co/i/cqjejiqcj
Luggage to Ship - LTS,P01241001-01,1143,03-01-2024,10:38 PM,03-01-2024,11:35 PM,$11.97,$11.61,PAID INVOICE,https://www.paytome.co/i/dtvkqabqn
Luggage to Ship - LTS,P01241001-01,1143,03-01-2024,10:32 PM,03-09-2024,12:39 AM,$13.50,$13.91,PAID INVOICE,https://www.paytome.co/i/cgowdqunp
Luggage to Ship - LTS,P01241001-01,1143,02-28-2024,03:30 PM,02-29-2024,12:47 AM,$80.00,$82.40,PAID INVOICE,https://www.paytome.co/i/ymglnyudp
Ship to Box - STB,P01241001-02,7,02-22-2024,12:28 PM,02-23-2024,03:46 AM,"$1,810.00","$1,755.70",PAID INVOICE,https://www.paytome.co/i/hinqtuzby
Luggage to Ship - LTS,P01241001-01,1143,02-21-2024,11:23 PM,02-28-2024,02:49 AM,$58.32,$56.57,PAID INVOICE,https://www.paytome.co/i/rhv68w5qv
Luggage to Ship - LTS,P01241001-01,1143,02-21-2024,11:20 PM,03-03-2024,08:59 PM,$14.53,$14.09,PAID INVOICE,https://www.paytome.co/i/8yojioyfp
Luggage to Ship - LTS,P01241001-01,1143,02-21-2024,11:15 PM,02-22-2024,10:37 PM,$42.00,$42.00,PAID INVOICE,https://www.paytome.co/i/sao1uhjxf
Luggage to Ship - LTS,P01241001-01,1143,02-21-2024,04:19 PM,02-21-2024,04:23 PM,$21.00,$21.63,PAID INVOICE,https://www.paytome.co/i/fc8frmae3
Luggage to Ship - LTS,P01241001-01,1143,02-21-2024,02:25 PM,02-21-2024,02:36 PM,$218.70,$225.26,PAID INVOICE,https://www.paytome.co/i/afves2pmp
Luggage to Ship - LTS,P01241001-01,1143,02-20-2024,11:34 PM,02-20-2024,11:54 PM,$17.82,$17.29,PAID INVOICE,https://www.paytome.co/i/cnhn7rm8a
Luggage to Ship - LTS,P01241001-01,1143,02-20-2024,11:28 PM,03-08-2024,09:52 AM,$8.10,$8.34,PAID INVOICE,https://www.paytome.co/i/outg0xo3f
Luggage to Ship - LTS,P01241001-01,1143,02-20-2024,06:19 PM,02-20-2024,10:42 PM,$113.40,$113.40,PAID INVOICE,https://www.paytome.co/i/8pmohbfz9
Luggage to Ship - LTS,P01241001-01,1143,02-15-2024,09:15 PM,02-19-2024,06:57 AM,$70.00,$67.90,PAID INVOICE,https://www.paytome.co/i/vee6jknlc
Luggage to Ship - LTS,P01241001-01,1143,02-15-2024,08:20 PM,02-16-2024,12:54 AM,$219.31,$225.89,PAID INVOICE,https://www.paytome.co/i/r5bj1kkuj
Luggage to Ship - LTS,P01241001-01,1143,02-14-2024,09:05 PM,02-14-2024,09:08 PM,$15.00,$14.55,PAID INVOICE,https://www.paytome.co/i/9lfjvwjcw
Luggage to Ship - LTS,P01241001-01,1143,02-14-2024,08:59 PM,02-15-2024,11:55 AM,$7.60,$7.83,PAID INVOICE,https://www.paytome.co/i/wohdugjvc
Luggage to Ship - LTS,P01241001-01,1143,02-13-2024,11:04 PM,02-25-2024,08:56 PM,$94.50,$94.50,PAID INVOICE,https://www.paytome.co/i/ya1wng6z1
Luggage to Ship - LTS,P01241001-01,1143,02-07-2024,12:38 AM,02-07-2024,11:49 AM,$15.00,$15.45,PAID INVOICE,https://www.paytome.co/i/ejhi6lwzr
Luggage to Ship - LTS,P01241001-01,1143,02-06-2024,01:32 AM,02-06-2024,09:09 AM,$8.10,$8.34,PAID INVOICE,https://www.paytome.co/i/frpdc4jbv
Luggage to Ship - LTS,P01241001-01,1143,02-06-2024,01:19 AM,02-09-2024,11:10 AM,$25.00,$24.25,PAID INVOICE,https://www.paytome.co/i/delyvdoib
Luggage to Ship - LTS,P01241001-01,1143,02-06-2024,01:13 AM,02-07-2024,08:37 PM,$13.00,$12.61,PAID INVOICE,https://www.paytome.co/i/sylfpcwme
Luggage to Ship - LTS,P01241001-01,1143,02-06-2024,01:08 AM,02-21-2024,03:10 AM,$30.00,$29.10,PAID INVOICE,https://www.paytome.co/i/5crrsf6wm
Luggage to Ship - LTS,P01241001-01,1143,02-06-2024,01:04 AM,02-09-2024,06:24 PM,$19.00,$18.43,PAID INVOICE,https://www.paytome.co/i/78nkahrgf
Luggage to Ship - LTS,P01241001-01,1143,02-06-2024,12:50 AM,02-08-2024,06:47 PM,$10.00,$9.70,PAID INVOICE,https://www.paytome.co/i/ot5jpgdvx
TestInvoice,,18,02-01-2024,05:00 AM,02-01-2024,05:01 AM,$9.00,$14.63,PAID INVOICE,https://www.paytome.co/i/vbmznhqic
Luggage to Ship - LTS,P01241001-01,1143,01-30-2024,12:21 PM,01-31-2024,11:33 AM,$199.03,$205.00,PAID INVOICE,https://www.paytome.co/i/orxurlaoy
Luggage to Ship - LTS,P01241001-01,1143,01-30-2024,11:49 AM,01-31-2024,11:10 PM,$18.00,$17.46,PAID INVOICE,https://www.paytome.co/i/q5ij2guir
Luggage to Ship - LTS,P01241001-01,1143,01-25-2024,10:36 PM,01-31-2024,02:55 PM,$40.50,$41.72,PAID INVOICE,https://www.paytome.co/i/3gaeon6sj
Luggage to Ship - LTS,P01241001-01,1143,01-25-2024,05:51 PM,01-25-2024,05:59 PM,$753.35,$775.95,PAID INVOICE,https://www.paytome.co/i/q3efcrgmo
Luggage to Ship - LTS,P01241001-01,1143,01-24-2024,10:17 AM,01-29-2024,07:59 AM,$8.10,$8.34,PAID INVOICE,https://www.paytome.co/i/onexzxxbw
Luggage to Ship - LTS,P01241001-01,1143,01-21-2024,08:03 PM,01-21-2024,08:08 PM,$1.35,$1.39,PAID INVOICE,https://www.paytome.co/i/m6luctxhe
Finance Team,P01241001,5,01-10-2024,11:19 PM,01-10-2024,11:23 PM,$25.00,$25.00,PAID INVOICE,https://www.paytome.co/i/4su7qflmx
Test QA TauhidBD,P12232603,56,01-04-2024,10:25 PM,01-04-2024,10:26 PM,"$1,000.00","$1,020.00",PAID INVOICE,https://www.paytome.co/i/ok6lhb31p
Test QA TauhidBD,P12232603,56,01-04-2024,10:22 PM,01-04-2024,10:23 PM,$230.00,$255.00,PAID INVOICE,https://www.paytome.co/i/njh3pajcm
Test QA TauhidBD,P12232603,56,01-04-2024,10:19 PM,01-04-2024,10:21 PM,$30.00,$31.50,PAID INVOICE,https://www.paytome.co/i/uuo9fprpi
Test QA TauhidBD,P12232603,56,01-04-2024,10:15 PM,01-04-2024,10:16 PM,$20.00,$22.00,PAID INVOICE,https://www.paytome.co/i/ltgwb651a
Test QA TauhidBD,P12232603,56,01-04-2024,10:12 PM,01-04-2024,10:14 PM,$0.75,$0.77,PAID INVOICE,https://www.paytome.co/i/y7ca4lovt
Test QA TauhidBD,P12232603,56,12-27-2023,07:26 AM,12-27-2023,07:28 AM,$176.00,$184.80,PAID INVOICE,https://www.paytome.co/i/xxbotmu04
